timestamp,total_packets,total_loopback,total_multicast,total_udp,total_tcp,total_options,total_fragment,total_fin,total_syn,total_intensity,input_packets,input_udp,input_tcp,input_options,input_fragment,input_fin,input_syn,input_intensity,output_packets,output_udp,output_tcp,output_options,output_fragment,output_fin,output_syn,output_intensity,is_anomaly
2025-11-22T15:30:30.112899,400,0,0,0,200,0,200,0,0,198.54087295322816,114,0,114,0,114,0,0,56.58414879167003,86,0,86,0,86,0,0,42.686287684944055,0
2025-11-22T15:30:32.129896,400,0,0,0,200,0,200,0,0,198.44043463064497,117,0,117,0,117,0,0,58.04382712946366,83,0,83,0,83,0,0,41.17639018585884,1
2025-11-22T15:30:34.153958,400,0,0,0,194,0,194,0,0,197.8232296452045,114,0,114,0,114,0,0,56.37962044888327,80,0,80,0,80,0,0,39.56464592904089,1
2025-11-22T15:30:36.167935,402,0,0,6,195,0,198,0,0,199.81295222353225,109,3,106,0,106,0,0,54.17813878697765,92,3,89,0,92,0,0,45.72833732478847,0
2025-11-22T15:30:38.218901,402,0,0,0,201,0,201,0,0,199.6136329331022,113,0,113,0,113,0,0,56.11029980457848,88,0,88,0,88,0,0,43.696516661972616,0
2025-11-22T15:30:40.232902,400,0,0,0,200,0,200,0,0,198.7531206930172,113,0,113,0,113,0,0,56.14775659577735,87,0,87,0,87,0,0,43.22880375073123,0
2025-11-22T15:30:42.246902,400,0,0,0,200,0,200,0,0,198.7354866741617,114,0,114,0,114,0,0,56.639613702136096,86,0,86,0,86,0,0,42.72812963494478,0
2025-11-22T15:30:44.260938,400,0,0,0,200,0,200,0,0,198.72978983621024,114,0,114,0,114,0,0,56.63799010331992,86,0,86,0,86,0,0,42.7269048147852,0
2025-11-22T15:30:46.274922,400,0,0,0,200,0,200,2,0,198.7841114096132,111,0,111,0,111,0,0,55.16259091616767,89,0,89,0,89,2,0,44.22946478863894,0
2025-11-22T15:30:48.288900,400,0,0,0,200,0,200,1,0,198.7316495118658,114,0,114,0,114,1,0,56.63852011088176,86,0,86,0,86,0,0,42.72730464505115,0
2025-11-22T15:30:50.304017,400,0,0,0,200,0,200,1,0,198.627161479542,118,0,118,0,118,1,0,58.59501263646488,82,0,82,0,82,0,0,40.7185681033061,0
2025-11-22T15:30:52.318923,400,0,0,0,200,0,200,0,0,198.75728833486136,113,0,113,0,113,0,0,56.14893395459834,87,0,87,0,87,0,0,43.22971021283235,1
2025-11-22T15:30:54.388926,400,0,0,0,200,0,200,0,0,198.68615629957984,121,0,121,0,121,0,0,60.102562280622905,79,0,79,0,79,0,0,39.24051586916702,0
2025-11-22T15:30:56.402904,400,0,0,0,200,0,200,0,0,198.7514254310885,115,0,115,0,115,0,0,57.14103481143795,85,0,85,0,85,0,0,42.23467790410631,0
2025-11-22T15:30:58.448910,402,0,0,8,191,0,195,2,0,199.6499614224757,109,4,105,0,105,1,0,54.133944763805616,90,4,86,0,90,1,0,44.69775255727069,0
2025-11-22T15:31:00.464904,400,0,0,0,200,0,200,0,0,198.53476437775768,115,0,115,0,115,0,0,57.07874475860533,85,0,85,0,85,0,0,42.1886374302735,0
2025-11-22T15:31:02.480903,400,0,0,0,200,0,200,0,0,198.5284212549173,119,0,119,0,119,0,0,59.06220532333789,81,0,81,0,81,0,0,40.20200530412075,0
2025-11-22T15:31:04.496958,400,0,0,0,200,0,200,0,0,198.580493839669,116,0,116,0,116,0,0,57.58834321350401,84,0,84,0,84,0,0,41.70190370633049,1
2025-11-22T15:31:06.513982,140,0,0,0,70,0,70,0,0,69.4860821356937,40,0,40,0,40,0,0,19.853166324483915,30,0,30,0,30,0,0,14.889874743362936,1
2025-11-22T15:31:08.526931,202,0,0,0,101,0,101,0,0,100.41311424039692,59,0,59,0,59,0,0,29.328582872195145,42,0,42,0,42,0,0,20.877974248003323,0
2025-11-22T15:31:10.544964,400,0,0,0,200,0,200,0,0,198.34108268696275,115,0,115,0,115,0,0,57.02306127250179,85,0,85,0,85,0,0,42.14748007097959,1
2025-11-22T15:31:12.565947,400,0,0,0,200,0,200,0,0,198.11682211813525,113,0,113,0,113,0,0,55.9680022483732,87,0,87,0,87,0,0,43.09040881069441,0
2025-11-22T15:31:14.581911,400,0,0,0,200,0,200,0,0,198.5847952787212,112,0,112,0,112,0,0,55.60374267804193,88,0,88,0,88,0,0,43.68865496131866,1
2025-11-22T15:31:16.594897,400,0,0,0,200,0,200,0,0,198.83749649784087,114,0,114,0,114,0,0,56.66868650188465,86,0,86,0,86,0,0,42.75006174703579,0
2025-11-22T15:31:18.614905,400,0,0,0,200,0,200,0,0,198.1425833482536,115,0,115,0,115,0,0,56.965992712622906,85,0,85,0,85,0,0,42.10529896150389,0
2025-11-22T15:31:20.630933,400,0,0,0,200,0,200,0,0,198.56075191977857,103,0,103,0,103,0,0,51.12939361934298,97,0,97,0,97,0,0,48.1509823405463,0
2025-11-22T15:31:22.646889,400,0,0,0,200,0,200,0,0,198.55309123194115,94,0,94,0,94,0,0,46.659976439506174,106,0,106,0,106,0,0,52.61656917646441,1
2025-11-22T15:31:24.660908,400,0,0,0,200,0,200,0,0,198.7680496647158,120,0,120,0,120,0,0,59.63041489941473,80,0,80,0,80,0,0,39.75360993294316,0
2025-11-22T15:31:26.676899,400,0,0,1,199,0,200,0,0,198.5377246404664,117,0,117,0,117,0,0,58.072284457336416,83,1,82,0,83,0,0,41.19657786289677,1
2025-11-22T15:31:28.694911,400,0,0,1,199,0,200,0,0,198.33972271335932,121,1,120,0,121,0,0,59.997766120791205,79,0,79,0,79,0,0,39.17209523588847,0
2025-11-22T15:31:30.714925,400,0,0,0,200,0,200,0,0,198.30233074634685,121,0,121,0,121,0,0,59.98645505076992,79,0,79,0,79,0,0,39.1647103224035,1
2025-11-22T15:31:32.730982,400,0,0,0,200,0,200,0,0,198.54388039000585,119,0,119,0,119,0,0,59.066804416026734,81,0,81,0,81,0,0,40.20513577897618,0
2025-11-22T15:31:34.746916,400,0,0,2,198,0,200,0,2,198.56401846644084,116,1,115,0,116,0,1,57.58356535526784,84,1,83,0,84,0,1,41.69844387795258,1
2025-11-22T15:31:36.760901,400,0,0,0,200,0,200,0,0,198.8116720632018,117,0,117,0,117,0,0,58.15241407848652,83,0,83,0,83,0,0,41.25342195311437,1
2025-11-22T15:31:38.777927,400,0,0,0,200,0,200,0,0,198.4865433251019,116,0,116,0,116,0,0,57.56109756427956,84,0,84,0,84,0,0,41.6821740982714,1
2025-11-22T15:31:40.791945,400,0,0,0,200,0,200,0,0,198.79520542044995,118,0,118,0,118,0,0,58.64458559903273,82,0,82,0,82,0,0,40.75301711119224,0
2025-11-22T15:31:42.807929,400,0,0,0,200,0,200,0,0,198.5747588774569,114,0,114,0,114,0,0,56.59380628007522,86,0,86,0,86,0,0,42.69357315865324,0
2025-11-22T15:31:44.822928,400,0,0,0,200,0,200,0,0,198.72849514586107,117,0,117,0,117,0,0,58.12808483016436,83,0,83,0,83,0,0,41.23616274276617,1
2025-11-22T15:31:46.838955,400,0,0,0,200,0,200,0,1,198.5853594156976,113,0,113,0,113,0,0,56.10036403493457,87,0,87,0,87,0,1,43.19231567291423,1
2025-11-22T15:31:48.854905,398,0,0,0,199,0,199,0,0,197.5514415301656,114,0,114,0,114,0,0,56.58508626743437,85,0,85,0,85,0,0,42.19063449764843,1
2025-11-22T15:31:50.868921,400,0,0,0,200,0,200,0,1,198.74817625989107,116,0,116,0,116,0,1,57.63697111536841,84,0,84,0,84,0,0,41.73711701457713,0
2025-11-22T15:31:52.882901,400,0,0,0,200,0,200,0,0,198.7384058416517,116,0,116,0,116,0,0,57.634137694078994,84,0,84,0,84,0,0,41.735065226746855,0
2025-11-22T15:31:54.896918,400,0,1,0,200,0,200,0,0,198.74045401842173,116,0,116,0,116,0,0,57.6347316653423,84,0,84,0,84,0,0,41.73549534386856,0
2025-11-22T15:31:56.911901,400,0,0,0,200,0,200,0,0,198.72658845079,114,0,114,0,114,0,0,56.637077708475154,86,0,86,0,86,0,0,42.726216516919855,0
2025-11-22T15:31:58.925890,400,0,0,1,199,0,200,0,0,198.74998919013947,113,0,113,0,113,0,0,56.1468719462144,87,1,86,0,87,0,0,43.22812264885533,1
2025-11-22T15:32:00.939891,400,0,0,5,195,0,200,0,0,198.7300487763044,114,2,112,0,114,0,0,56.63806390124676,86,3,83,0,86,0,0,42.72696048690545,0
2025-11-22T15:32:02.953912,400,0,0,1,199,0,200,0,0,198.7678377235576,114,1,113,0,114,0,0,56.64883375121392,86,0,86,0,86,0,0,42.73508511056489,0
2025-11-22T15:32:04.967899,400,0,0,1,199,0,199,0,0,198.7411602960621,120,1,119,0,119,0,0,59.62234808881863,80,0,80,0,80,0,0,39.74823205921243,0
2025-11-22T15:32:06.981941,400,0,0,0,200,0,200,0,0,198.80182473007403,116,0,116,0,116,0,0,57.65252917172147,84,0,84,0,84,0,0,41.74838319331555,0
2025-11-22T15:32:08.996917,400,0,0,0,200,0,200,0,0,198.7441502603471,114,0,114,0,114,0,0,56.64208282419892,86,0,86,0,86,0,0,42.72999230597463,1
2025-11-22T15:32:11.011907,400,0,0,0,200,0,200,0,0,198.7090297446189,118,0,118,0,118,0,0,58.619163774662574,82,0,82,0,82,0,0,40.73535109764688,0
2025-11-22T15:32:13.029867,400,0,0,0,200,0,200,0,0,198.35639540100948,117,0,117,0,117,0,0,58.01924565479527,83,0,83,0,83,0,0,41.15895204570946,0
2025-11-22T15:32:15.043930,400,0,0,0,200,0,200,0,0,198.74443278130943,116,0,116,0,116,0,0,57.63588550657973,84,0,84,0,84,0,0,41.73633088407498,0
2025-11-22T15:32:17.058920,400,0,0,0,200,0,200,0,0,198.64588171788765,114,0,114,0,114,0,0,56.61407628959798,86,0,86,0,86,0,0,42.70886456934584,0
2025-11-22T15:32:19.071933,400,0,0,0,200,0,200,0,0,198.8401358689855,115,0,115,0,115,0,0,57.166539062333335,85,0,85,0,85,0,0,42.25352887215942,0
2025-11-22T15:32:21.085897,400,0,0,0,200,0,200,0,0,198.74054818848373,117,0,117,0,117,0,0,58.13161034513149,83,0,83,0,83,0,0,41.23866374911037,1
2025-11-22T15:32:23.099929,400,0,0,0,200,0,200,0,0,198.7506955355532,118,0,118,0,118,0,0,58.63145518298819,82,0,82,0,82,0,0,40.743892584788405,0
2025-11-22T15:32:25.113938,400,0,0,0,200,0,200,0,0,198.77537368684887,117,0,117,0,117,0,0,58.141796803403295,83,0,83,0,83,0,0,41.245890040021145,1
2025-11-22T15:32:27.127906,400,0,0,0,200,0,200,0,0,198.7623745074691,114,0,114,0,114,0,0,56.6472767346287,86,0,86,0,86,0,0,42.733910519105855,0
2025-11-22T15:32:29.143941,400,0,0,0,200,0,200,0,0,198.6258446106933,114,0,114,0,114,0,0,56.60836571404758,86,0,86,0,86,0,0,42.70455659129905,0
2025-11-22T15:32:31.157900,400,0,0,0,200,0,200,0,0,198.73741708176863,113,0,113,0,113,0,0,56.143320325599646,87,0,87,0,87,0,0,43.22538821528469,0
2025-11-22T15:32:33.171896,400,0,0,0,200,0,200,0,0,198.73720520593088,114,0,114,0,114,0,0,56.640103483690304,86,0,86,0,86,0,0,42.72849911927514,0
2025-11-22T15:32:35.187907,400,0,0,0,200,0,200,0,0,198.5597414271098,102,0,102,0,102,0,0,50.632734063913,98,0,98,0,98,0,0,48.6471366496419,1
2025-11-22T15:32:37.201908,400,0,0,0,200,0,200,0,0,198.73998316945028,95,0,95,0,95,0,0,47.20074600274444,105,0,105,0,105,0,0,52.1692455819807,0
2025-11-22T15:32:39.218955,400,0,0,0,200,0,200,0,0,198.50709254095275,124,0,124,0,124,0,0,61.537198687695344,76,0,76,0,76,0,0,37.71634758278102,1
2025-11-22T15:32:41.235936,400,0,0,0,200,0,200,0,0,198.4418898729702,121,0,121,0,121,0,0,60.02867168657349,79,0,79,0,79,0,0,39.192273249911615,0
2025-11-22T15:32:43.251921,400,0,0,0,200,0,200,0,0,198.6607475359552,119,0,119,0,119,0,0,59.10157239194668,81,0,81,0,81,0,0,40.22880137603093,0
2025-11-22T15:32:45.303998,400,0,0,0,200,0,200,3,0,198.85519576441635,112,0,112,0,112,0,0,55.679454814036575,88,0,88,0,88,3,0,43.74814306817159,0
2025-11-22T15:32:47.318973,400,0,1,0,200,0,196,5,0,198.71025357527577,117,0,117,0,113,4,0,58.12274917076817,83,0,83,0,83,1,0,41.23237761686973,1
2025-11-22T15:32:49.332900,400,0,0,13,185,0,180,4,8,198.7838994342013,67,3,64,0,56,2,0,33.29630315522871,62,3,59,0,62,2,0,30.8115044123012,0
2025-11-22T15:32:51.346963,400,0,0,44,156,0,131,2,12,198.72755356347545,84,0,84,0,59,1,3,41.732786248329845,72,0,72,0,72,1,9,35.77095964142558,0
2025-11-22T15:32:53.368647,400,0,0,12,188,0,109,0,15,198.06412723163112,110,0,110,0,31,0,10,54.46763498869856,78,0,78,0,78,0,5,38.62250481016807,1
2025-11-22T15:32:55.386937,400,0,5,18,182,0,137,2,7,198.5852653926456,102,0,102,0,57,1,3,50.63924267512463,80,0,80,0,80,1,4,39.71705307852912,1
2025-11-22T15:32:57.401940,400,0,0,23,177,0,138,4,10,198.7246582535411,92,0,92,0,53,2,6,45.70667139831445,85,0,85,0,85,2,4,42.22898987887748,0
2025-11-22T15:32:59.417909,396,0,0,24,174,0,154,2,7,196.5739811599839,106,0,106,0,86,1,0,52.61828788625832,68,0,68,0,68,1,7,33.755128077977034,0
2025-11-22T15:33:01.430945,400,0,3,6,194,0,107,0,10,198.85260313160668,109,0,109,0,22,0,8,54.18733435336282,85,0,85,0,85,0,2,42.256178165466416,0
2025-11-22T15:33:03.444922,400,0,9,30,170,0,143,1,7,198.72870700312748,84,1,83,0,55,0,4,41.73302847065677,88,1,87,0,88,1,3,43.72031554068804,0
2025-11-22T15:33:05.458995,400,0,16,25,175,0,138,3,12,198.78081406549572,80,0,80,0,43,2,6,39.75616281309915,95,0,95,0,95,1,6,47.21044334055525,0
2025-11-22T15:33:07.472915,400,0,13,20,180,0,155,2,9,198.8405129277262,81,0,81,0,56,1,5,40.26520386786456,87,0,87,0,87,1,4,43.247811561780445,0
2025-11-22T15:33:09.486945,400,0,8,28,172,0,160,6,18,198.7242110180656,83,0,83,0,71,3,9,41.235273786248605,89,0,89,0,89,3,9,44.2161369515196,0
2025-11-22T15:33:11.501930,400,0,12,20,172,0,168,12,6,198.74991855587425,76,0,76,0,72,6,3,37.7624845256161,96,0,96,0,96,6,3,47.699980453409815,0
2025-11-22T15:33:13.516915,400,0,5,20,176,0,173,10,11,198.6367328188601,74,1,73,0,69,5,5,36.74779557148912,86,1,85,0,86,5,6,42.706897556054926,1
2025-11-22T15:33:15.530992,400,0,13,94,106,0,135,13,8,198.7316495118658,38,0,38,0,17,6,2,18.879506703627253,48,0,48,0,48,5,2,23.8477979414239,1
2025-11-22T15:33:17.548914,392,0,0,9,177,0,148,26,4,194.4187356144468,74,1,73,0,42,18,2,36.701496008849645,101,1,100,0,101,8,2,50.09258239045695,0
2025-11-22T15:33:19.563972,398,0,6,62,137,0,160,18,0,197.64010936351383,51,2,49,0,40,12,0,25.325742657133688,60,2,58,0,60,6,0,29.79499136133375,0
2025-11-22T15:33:21.578924,396,0,0,83,103,0,139,9,10,196.71548563940715,37,4,33,0,33,4,2,18.37998224408602,42,4,38,0,42,3,4,20.86376362842197,0
2025-11-22T15:33:23.592956,388,0,15,42,148,0,172,0,18,192.7848631318529,67,3,64,0,64,0,9,33.290169664520995,79,3,76,0,79,0,9,39.252588111897886,0
2025-11-22T15:33:25.607017,394,0,0,42,147,0,154,16,24,195.75763121004576,62,5,57,0,59,8,12,30.80450034269756,93,5,88,0,93,8,12,46.206750514046334,0
2025-11-22T15:33:27.622935,348,0,42,68,94,0,149,2,4,172.8453293547972,51,8,43,0,48,1,2,25.33078102613407,59,8,51,0,59,1,2,29.304236873370787,0
2025-11-22T15:33:29.692923,296,0,58,92,56,0,131,4,2,147.0646433926904,30,9,21,0,25,2,1,14.905200343853757,84,61,23,0,84,2,1,41.73456096279052,0
2025-11-22T15:33:31.708905,372,0,4,54,107,0,125,4,3,184.6551834200997,53,3,50,0,51,2,2,26.30839978834754,56,7,49,0,56,2,1,27.797554493348343,0
2025-11-22T15:33:33.722938,400,0,10,27,171,0,184,11,8,198.7345450255229,36,4,32,0,30,6,2,17.886109052297062,54,13,41,0,54,5,2,26.82916357844559,0
2025-11-22T15:33:35.737916,400,0,0,10,190,0,192,4,4,198.71034771671995,60,1,59,0,59,1,0,29.80655215750799,52,1,51,0,51,1,0,25.832345203173592,0
2025-11-22T15:33:37.752970,400,0,1,24,155,0,164,7,9,198.63306408838105,81,5,76,0,80,2,1,40.22319547789717,67,5,62,0,67,2,8,33.271038234803825,0
2025-11-22T15:33:39.766889,400,0,0,0,200,0,102,0,15,198.82882477168812,111,0,111,0,13,0,12,55.17499887414346,89,0,89,0,89,0,3,44.23941351170061,0
2025-11-22T15:33:41.787925,400,0,0,0,200,0,156,0,0,198.03644616917668,117,0,117,0,73,0,0,57.92566050448418,83,0,83,0,83,0,0,41.092562580104165,0
2025-11-22T15:33:43.800916,400,0,0,0,200,0,159,0,0,198.8415027137243,116,0,116,0,75,0,0,57.66403578698005,84,0,84,0,84,0,0,41.7567155698821,0
2025-11-22T15:33:45.814913,400,0,0,0,200,0,172,0,0,198.8069602988429,116,0,116,0,88,0,0,57.65401848666445,84,0,84,0,84,0,0,41.74946166275701,0
2025-11-22T15:33:47.828896,400,0,1,4,196,0,166,0,0,198.74869423658717,113,2,111,0,79,0,0,56.14650612183587,87,2,85,0,87,0,0,43.22784099645771,0
2025-11-22T15:33:49.842917,400,0,0,0,200,0,164,0,0,198.7370168722321,115,0,115,0,79,0,0,57.136892350766736,85,0,85,0,85,0,0,42.23161608534932,0
2025-11-22T15:33:51.858929,402,0,0,0,201,0,143,0,0,199.53291616402092,115,0,115,0,57,0,0,57.08031183796619,86,0,86,0,86,0,0,42.68614624404429,0
2025-11-22T15:33:53.873924,400,0,0,0,200,0,142,0,0,198.7364047901763,115,0,115,0,57,0,0,57.13671637717568,85,0,85,0,85,0,0,42.23148601791246,0
2025-11-22T15:33:55.887901,400,0,0,0,200,0,169,0,0,198.75180215346236,113,0,113,0,82,0,0,56.14738410835311,87,0,87,0,87,0,0,43.22851696837806,0
2025-11-22T15:33:57.901938,400,0,0,2,198,0,157,0,0,198.7187737372424,118,1,117,0,75,0,0,58.6220382524865,82,1,81,0,82,0,0,40.73734861613469,0
2025-11-22T15:33:59.916926,400,0,0,0,200,0,136,0,0,198.73435669686597,118,0,118,0,54,0,0,58.626635225575455,82,0,82,0,82,0,0,40.74054312285752,0
2025-11-22T15:34:01.932897,400,0,0,0,200,0,132,0,0,198.57748529359543,117,0,117,0,49,0,0,58.083914448376674,83,0,83,0,83,0,0,41.20482819842106,0
2025-11-22T15:34:03.946906,400,0,0,0,200,0,103,0,0,198.73160243104007,118,0,118,0,21,0,0,58.625822717156815,82,0,82,0,82,0,0,40.739978498363214,0
2025-11-22T15:34:05.959974,400,0,0,0,200,0,131,0,0,198.8409606868381,116,0,116,0,47,0,0,57.66387859918305,84,0,84,0,84,0,0,41.756601744236,0
2025-11-22T15:34:07.973930,400,0,0,0,200,0,115,0,0,198.80578239264895,118,0,118,0,33,0,0,58.64770580583145,82,0,82,0,82,0,0,40.75518539049304,0
2025-11-22T15:34:09.988935,400,0,0,0,196,0,126,0,0,198.641718746744,114,0,114,0,44,0,0,56.61288984282204,82,0,82,0,82,0,0,40.72155234308252,0
2025-11-22T15:34:12.002984,400,0,0,0,200,0,133,0,0,198.73668728911815,116,0,116,0,49,0,0,57.63363931384427,84,0,84,0,84,0,0,41.73470433071482,1
2025-11-22T15:34:14.074913,400,0,0,0,200,0,117,0,0,198.80314393342425,116,0,116,0,33,0,0,57.65291174069304,84,0,84,0,84,0,0,41.7486602260191,1
2025-11-22T15:34:16.088963,400,0,0,0,200,0,128,0,0,198.73395649965505,115,0,115,0,43,0,0,57.13601249365083,85,0,85,0,85,0,0,42.2309657561767,0
2025-11-22T15:34:18.103920,400,0,0,4,196,0,138,4,0,198.71296017737896,115,2,113,0,53,2,0,57.12997605099645,85,2,83,0,85,2,0,42.22650403769303,0
2025-11-22T15:34:20.117904,340,0,3,38,130,0,144,19,0,168.96122962291923,71,15,56,0,51,11,0,35.2830803036096,89,15,74,0,89,8,0,44.22808657776415,0
2025-11-22T15:34:22.131901,370,0,17,2,183,0,174,67,0,183.82618787840525,60,1,59,0,49,20,0,29.80965208839004,113,1,112,0,113,47,0,56.141511433134575,0
2025-11-22T15:34:24.145908,330,0,14,39,110,0,129,10,2,163.98012458799724,59,3,56,0,59,6,1,29.317658638460117,53,3,50,0,53,4,1,26.33620182776925,0
2025-11-22T15:34:26.163998,254,0,15,37,76,0,105,4,0,125.9628191182452,37,6,31,0,37,2,0,18.34891459596485,39,6,33,0,39,2,0,19.34074781736836,1
2025-11-22T15:34:28.180900,372,0,17,54,124,0,134,20,10,184.6288974528642,67,4,63,0,65,10,5,33.25305411113415,65,4,61,0,65,10,5,32.26042563020477,0
2025-11-22T15:34:30.194900,374,0,13,67,106,0,133,0,6,185.80922814656125,55,7,48,0,55,0,3,27.324886492141363,50,7,43,0,50,0,3,24.84080590194669,0
2025-11-22T15:34:32.208889,374,0,13,34,147,0,175,0,0,185.8303593228001,74,8,66,0,70,0,0,36.76857376975189,60,22,38,0,60,0,0,29.812357110609643,0
2025-11-22T15:34:34.223965,400,0,0,3,197,0,200,0,0,198.63113570746796,124,2,122,0,124,0,0,61.57565206931506,76,1,75,0,76,0,0,37.73991578441891,1
2025-11-22T15:34:36.238893,400,0,0,9,191,0,199,0,0,198.70665273199475,115,4,111,0,114,0,0,57.128162660448496,85,5,80,0,85,0,0,42.22516370554889,0
2025-11-22T15:34:38.252895,400,0,0,1,199,0,200,0,0,198.76677802454645,84,1,83,0,84,0,0,41.74102338515476,116,0,116,0,116,0,0,57.64236562711847,0
2025-11-22T15:34:40.269896,400,0,0,0,200,0,200,0,0,198.4296383380475,105,0,105,0,105,0,0,52.08778006373747,95,0,95,0,95,0,0,47.127039105286286,0
2025-11-22T15:34:42.283947,400,0,0,0,200,0,200,0,0,198.7793067446181,117,0,117,0,117,0,0,58.14294722280081,83,0,83,0,83,0,0,41.24670614950826,0
2025-11-22T15:34:44.296901,400,0,0,0,200,0,200,0,0,198.84958633489384,117,0,117,0,117,0,0,58.16350400295645,83,0,83,0,83,0,0,41.26128916449048,0
2025-11-22T15:34:46.312915,400,0,0,2,198,0,199,0,0,198.52968984705944,113,1,112,0,112,0,0,56.084637381794295,87,1,86,0,87,0,0,43.18020754173543,0
2025-11-22T15:34:48.326995,400,0,0,0,200,0,200,0,0,198.72411686348516,114,0,114,0,114,0,0,56.63637330609327,86,0,86,0,86,0,0,42.725685125649306,0
2025-11-22T15:34:50.341923,400,0,0,0,200,0,200,0,0,198.74843524790165,116,0,116,0,116,0,0,57.637046221891474,84,0,84,0,84,0,0,41.73717140205935,0
2025-11-22T15:34:52.356916,400,0,0,0,200,0,200,0,0,198.6328054009621,113,0,113,0,113,0,0,56.11376752577179,87,0,87,0,87,0,0,43.20263517470926,0
2025-11-22T15:34:54.371933,400,0,0,0,200,0,200,0,0,198.70651152511357,114,0,114,0,114,0,0,56.63135578465736,86,0,86,0,86,0,0,42.72189997789941,0
2025-11-22T15:34:56.387894,400,0,0,0,200,0,200,0,0,198.5849598183416,113,0,113,0,113,0,0,56.10025114868149,87,0,87,0,87,0,0,43.192228760489286,1
2025-11-22T15:34:58.401891,400,0,0,2,194,0,194,0,0,198.73407420454976,112,1,111,0,110,0,0,55.645540777273936,84,1,83,0,84,0,0,41.73415558295545,1
2025-11-22T15:35:00.415896,400,0,0,0,200,0,200,0,0,198.732708836343,78,0,78,0,78,0,0,38.75287822308688,122,0,122,0,122,0,0,60.613476195084615,0
2025-11-22T15:35:02.432909,400,0,0,0,200,0,200,0,0,198.45526971388244,110,0,110,0,110,0,0,54.57519917131767,90,0,90,0,90,0,0,44.65243568562355,0
2025-11-22T15:35:04.446915,400,0,0,0,200,0,200,0,0,198.7424080654949,117,0,117,0,117,0,0,58.13215435915728,83,0,83,0,83,0,0,41.2390496735902,0
2025-11-22T15:35:06.463950,400,0,0,0,200,0,200,0,0,198.4320087277262,119,0,119,0,119,0,0,59.03352259649855,81,0,81,0,81,0,0,40.18248176736456,0
2025-11-22T15:35:08.483044,372,0,0,48,132,0,138,9,6,184.3603273696816,43,6,37,0,34,5,1,21.310467948645996,50,6,44,0,49,4,1,24.77961389377441,0
2025-11-22T15:35:10.499931,398,0,34,20,158,0,158,2,5,197.5814641404956,89,2,87,0,85,1,3,44.18278971985957,73,2,71,0,73,1,2,36.23981628707583,0
2025-11-22T15:35:12.517923,400,0,82,0,200,0,200,1,0,198.34164544011605,113,0,113,0,113,0,0,56.03151483683279,87,0,87,0,87,1,0,43.13930788322524,0
2025-11-22T15:35:14.533894,400,0,78,0,200,0,198,1,0,198.6492451496913,121,0,121,0,119,1,0,60.091396657781615,79,0,79,0,79,0,0,39.23322591706403,0
2025-11-22T15:35:16.545907,400,0,82,0,200,0,200,0,0,198.93314772644405,118,0,118,0,118,0,0,58.685278579301,82,0,82,0,82,0,0,40.78129528392103,0
2025-11-22T15:35:18.559906,400,0,83,0,200,0,200,0,0,198.72286932371725,116,0,116,0,116,0,0,57.629632103878,84,0,84,0,84,0,0,41.73180255798062,0
2025-11-22T15:35:20.573899,400,0,98,0,200,0,200,0,0,198.7280008139961,102,0,102,0,102,0,0,50.675640207569,98,0,98,0,98,0,0,48.68836019942904,0
2025-11-22T15:35:22.588946,400,0,123,0,200,0,200,0,0,198.63870834525204,77,0,77,0,77,0,0,38.23795135646102,123,0,123,0,123,0,0,61.08140281616501,1
2025-11-22T15:35:24.604901,400,0,112,0,200,0,200,0,0,198.65232643543317,88,0,88,0,88,0,0,43.70351181579529,112,0,112,0,112,0,0,55.62265140192128,0
2025-11-22T15:35:26.620900,400,0,98,0,200,0,200,0,0,198.56495849978336,101,0,101,0,101,0,0,50.137652021195294,99,0,99,0,99,0,0,49.14482722869638,1
2025-11-22T15:35:28.637928,400,0,122,0,200,0,200,0,0,198.4265170202036,78,0,78,0,78,0,0,38.6931708189397,122,0,122,0,122,0,0,60.5200876911621,0
2025-11-22T15:35:30.656933,400,0,111,0,200,0,200,0,0,198.25925955250025,89,0,89,0,89,0,0,44.1126852504313,111,0,111,0,111,0,0,55.01694452581881,0
2025-11-22T15:35:32.672932,400,0,89,0,200,0,200,0,0,198.55095292460948,111,0,111,0,111,0,0,55.09788943657913,89,0,89,0,89,0,0,44.17758702572561,0
2025-11-22T15:35:34.686924,400,0,87,0,200,0,200,0,0,198.73525126116547,113,0,113,0,113,0,0,56.14270848127924,87,0,87,0,87,0,0,43.22491714930349,0
2025-11-22T15:35:36.701895,400,0,113,0,200,0,200,0,0,198.68507394194188,87,0,87,0,87,0,0,43.21400358237236,113,0,113,0,113,0,0,56.12853338859858,0
2025-11-22T15:35:38.715939,400,0,121,0,200,0,200,0,0,198.73009585639403,77,0,77,0,77,0,0,38.25554345235585,123,0,123,0,123,0,0,61.10950447584116,1
2025-11-22T15:35:40.731900,400,0,102,0,200,0,200,0,0,198.5810814569653,96,0,96,0,96,0,0,47.65945954967168,104,0,104,0,104,0,0,51.63108117881098,0
2025-11-22T15:35:42.809949,400,0,110,0,200,0,200,0,0,198.8377557186896,90,0,90,0,90,0,0,44.73849503670517,110,0,110,0,110,0,0,54.68038282263964,0
2025-11-22T15:35:44.825904,400,0,118,0,200,0,200,0,0,198.57205603880536,82,0,82,0,82,0,0,40.707271487955104,118,0,118,0,118,0,0,58.57875653144759,0
